Timestamp,Balance,GBPUSD,GBPUSD_PositionType,GBPUSD_Units
2018-07-03 00:02:43.809000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:02:45.125000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:02:46.573000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:02:48.137000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:02:49.523000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:02:50.993000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:02:52.318000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:02:53.724000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:02:55.083000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:02:56.611000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:02:57.982000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:02:59.303000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:00.641000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:02.018000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:03.292000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:04.624000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:06.006000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:07.240000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:08.545000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:10.097000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:11.651000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:13.031000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:14.485000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:15.882000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:17.205000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:18.491000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:20.054000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:21.509000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:23.066000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:24.442000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:25.815000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:27.270000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:28.659000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:29.975000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:31.224000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:32.587000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:34.018000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:35.193000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:36.557000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:37.982000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:39.427000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:40.740000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:42.210000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:43.632000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:45.131000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:46.616000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:48.066000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:49.517000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:50.942000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:52.242000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:53.573000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:54.860000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:56.215000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:57.768000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:03:59.101000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:00.681000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:01.950000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:03.337000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:05.038000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:06.518000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:07.789000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:09.117000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:10.632000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:12.181000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:13.685000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:15.127000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:16.638000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:18.115000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:19.547000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:21.091000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:22.536000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:24.058000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:25.602000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:27.053000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:28.450000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:29.884000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:31.242000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:32.556000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:33.918000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:35.363000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:36.817000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:38.180000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:39.696000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:41.236000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:42.587000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:43.940000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:45.359000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:46.698000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:48.197000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:49.552000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:51.035000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:52.506000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:53.994000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:55.398000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:56.917000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:58.287000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:04:59.725000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:00.933000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:02.312000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:03.616000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:04.977000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:06.446000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:07.856000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:09.284000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:10.571000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:11.977000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:13.401000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:14.761000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:16.065000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:17.594000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:18.971000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:20.438000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:21.777000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:23.058000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:24.611000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:25.994000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:27.244000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:28.487000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:30,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:31.534000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:33.027000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:34.422000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:35.642000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:37.163000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:38.522000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:40.084000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:41.625000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:43.134000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:44.546000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:45.929000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:47.211000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:48.678000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:49.996000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:51.318000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:52.776000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:54.240000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:55.548000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:56.973000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:58.341000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:05:59.823000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:01.190000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:02.571000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:03.832000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:05.363000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:06.778000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:08.219000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:09.824000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:11.064000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:12.663000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:14.211000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:15.645000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:17.054000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:18.479000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:19.859000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:21.246000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:22.570000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:24.053000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:25.483000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:26.903000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:28.267000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:29.649000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:30.800000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:32.258000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:33.672000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:34.888000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:36.258000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:37.524000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:38.897000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:40.212000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:41.464000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:42.997000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:44.399000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:45.779000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:47.204000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:48.548000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:50.002000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:51.190000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:52.587000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:53.923000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:55.304000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:56.822000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:58.249000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:06:59.677000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:00.953000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:02.468000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:03.908000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:05.236000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:06.663000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:08.111000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:09.555000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:10.824000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:12.214000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:13.691000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:14.909000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:16.363000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:17.858000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:19.158000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:20.579000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:22.019000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:23.500000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:24.971000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:26.294000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:27.700000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:29.128000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:30.332000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:31.698000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:32.976000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:34.242000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:35.798000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:37.242000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:38.646000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:40.144000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:41.423000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:42.747000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:44.198000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:45.471000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:46.914000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:48.199000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:49.545000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:50.892000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:52.235000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:53.761000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:55.057000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:56.557000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:58.028000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:07:59.390000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:00.693000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:02.172000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:03.499000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:04.942000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:06.425000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:07.644000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:09.056000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:10.227000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:11.408000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:12.820000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:14.274000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:15.645000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:17.286000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:18.546000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:20.019000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:21.156000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:22.617000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:24.122000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:25.473000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:26.925000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:28.223000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:29.524000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:30.971000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:32.357000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:33.766000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:35.190000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:36.692000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:38.084000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:39.542000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:40.816000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:42.345000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:43.826000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:45.264000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:46.540000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:47.930000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:49.261000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:50.512000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:51.881000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:53.242000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:54.615000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:55.966000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:57.267000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:08:58.764000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:09:00.120000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:09:01.555000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:09:03.004000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:09:04.258000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:09:05.690000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:09:07.104000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:09:08.634000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:09:09.930000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:09:11.526000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:09:12.928000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:09:14.194000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:09:15.681000,100000.00,0.00, 0.00, 0.00
2018-07-03 00:09:17.062000,100000.00,0.00, 0.00, 0.00
